year,recipient,recipient_iso3,aid,count,freq,govt_visits,mil_visits,total_visits,pmm_fh,pmm_polity,gdp,pop,unemp,china_gdp,disaster,civilwar,dist,distw,distwces,trade,atopally,region
2003,Cameroon,CMR,1103162.6557999998,406,0.16,0,0,0,2,-4,20235298726,16800869,5.9,2904040000000,20.00000003,0,11002.2626953125,11011.544712141418,10981.388433366232,53038664,0,Sub-Saharan Africa
2004,Cameroon,CMR,0,307,0.11,0,0,0,2,-4,21607445414,17259322,5.13,3197740000000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,60017536,0,Sub-Saharan Africa
2005,Cameroon,CMR,0,218,0.09,0,0,0,2,-4,22044058919,17733408,4.4,3562110000000,2,0,11002.2626953125,11011.544712141418,10981.388433366232,78578768,0,Sub-Saharan Africa
2006,Cameroon,CMR,114043481.6,327,0.1,0,0,0,2,-4,22806269465,18223677,3.69,4015240000000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,114280640,0,Sub-Saharan Africa
2007,Cameroon,CMR,781654768.334,547,0.18,0,0,0,2,-4,23924278802,18730283,3.06,4586650000000,7.999999994,0,11002.2626953125,11011.544712141418,10981.388433366232,163154560,0,Sub-Saharan Africa
2008,Cameroon,CMR,0,543,0.17,0,0,0,2,-4,24758949260,19252674,3.31,5029290000000,9.00000001,0,11002.2626953125,11011.544712141418,10981.388433366232,227851040,0,Sub-Saharan Africa
2009,Cameroon,CMR,1393345103.3918,505,0.09,0,0,0,1.5,-4,25303315390,19789922,3.77,5501980000000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,293618272,0,Sub-Saharan Africa
2010,Cameroon,CMR,178351983.62066,1030,0.17,0,0,0,1.5,-4,26169323293,20341236,4.11,6087160000000,12.99999999,0,11002.2626953125,11011.544712141418,10981.388433366232,354219200,0,Sub-Saharan Africa
2011,Cameroon,CMR,1315036034.3253,443,0.08,0,0,0,2.5,-5,27249927182,20906392,3.97,6668540000000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,460556128,0,Sub-Saharan Africa
2012,Cameroon,CMR,722785918.9,365,0.08,0,0,0,2.5,-3,28487963591,21485267,3.84,7192930000000,25.00000001,0,11002.2626953125,11011.544712141418,10981.388433366232,429264128,0,Sub-Saharan Africa
2013,Cameroon,CMR,441684583.6947,501,0.14,0,0,0,2.5,-3,30027528839,22077300,3.71,7751550000000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,605185856,0,Sub-Saharan Africa
2014,Cameroon,CMR,467208808,468,0.15,0,0,0,3,-2,31794366450,22681853,3.53,8327160000000,0,0,11002.2626953125,11011.544712141418,10981.388433366232,1254828672,0,Sub-Saharan Africa
2000,Congo - Kinshasa,COD,1401389.783,1267,0.56,0,0,0,1.5,0,13660045127,47105830,2.91,2232180000000,0,1,8683.0322265625,8776.8977543485,8618.798322530849,59045676,0,Sub-Saharan Africa
2001,Congo - Kinshasa,COD,30213518.63,1324,0.57,0,0,0,2,0,13373160544,48428534,2.9,2418250000000,62.00000009,1,8683.0322265625,8776.8977543485,8618.798322530849,10107786,0,Sub-Saharan Africa
2002,Congo - Kinshasa,COD,0,1053,0.44,0,0,0,2,0,13767369914,49871670,2.92,2639120000000,240.000004,0,8683.0322265625,8776.8977543485,8618.798322530849,13935419,0,Sub-Saharan Africa
2003,Congo - Kinshasa,COD,1597218.405,979,0.38,0,0,0,2,1,14535289345,51425583,2.92,2904040000000,29.00000002,0,8683.0322265625,8776.8977543485,8618.798322530849,17124594,0,Sub-Saharan Africa
2004,Congo - Kinshasa,COD,14938949.3,1028,0.38,0,0,0,2,3,15514731493,53068869,2.89,3197740000000,0,0,8683.0322265625,8776.8977543485,8618.798322530849,22165568,0,Sub-Saharan Africa
2005,Congo - Kinshasa,COD,3240809.847,760,0.3,0,0,0,2,4,16466583722,54785894,2.85,3562110000000,14,0,8683.0322265625,8776.8977543485,8618.798322530849,30081700,0,Sub-Saharan Africa
2006,Congo - Kinshasa,COD,17836763.682,996,0.32,0,0,0,2.5,5,17342767277,56578046,2.98,4015240000000,3.999999999,1,8683.0322265625,8776.8977543485,8618.798322530849,41110176,0,Sub-Saharan Africa
2007,Congo - Kinshasa,COD,0,1007,0.34,0,0,0,2.5,5,18428333938,58453687,3.11,4586650000000,32.00000003,1,8683.0322265625,8776.8977543485,8618.798322530849,51104188,0,Sub-Saharan Africa
2008,Congo - Kinshasa,COD,100802312.52950001,566,0.18,0,0,0,2,5,19575662525,60411195,3.29,5029290000000,35.99999997,1,8683.0322265625,8776.8977543485,8618.798322530849,138677600,0,Sub-Saharan Africa
2009,Congo - Kinshasa,COD,794622.2436,1115,0.21,0,0,0,2.5,3,20134560220,62448572,3.7,5501980000000,0,0,8683.0322265625,8776.8977543485,8618.798322530849,226946624,0,Sub-Saharan Africa
2010,Congo - Kinshasa,COD,125434936.32088,1350,0.23,0,0,0,4,7,21565720044,64563853,3.98,6087160000000,45.99999999,0,8683.0322265625,8776.8977543485,8618.798322530849,337258560,0,Sub-Saharan Africa
2011,Congo - Kinshasa,COD,408184727.475,986,0.19,0,0,0,2.5,-4,23048292323,66755151,4.22,6668540000000,0,1,8683.0322265625,8776.8977543485,8618.798322530849,566857344,0,Sub-Saharan Africa
2012,Congo - Kinshasa,COD,0,1078,0.24,0,0,0,3,1,24681701508,69020749,4.49,7192930000000,1,1,8683.0322265625,8776.8977543485,8618.798322530849,583811776,0,Sub-Saharan Africa
2013,Congo - Kinshasa,COD,0,968,0.27,0,0,0,2.5,1,26775192727,71358804,4.49,7751550000000,0,1,8683.0322265625,8776.8977543485,8618.798322530849,670147264,0,Sub-Saharan Africa
2014,Congo - Kinshasa,COD,5000000,604,0.19,0,0,0,3,5,29310880617,73767445,4.44,8327160000000,164.9999998,1,8683.0322265625,8776.8977543485,8618.798322530849,909401088,0,Sub-Saharan Africa
2000,Congo - Brazzaville,COG,104927804.06,269,0.12,0,0,0,3,-6,8181711322,3127420,20,2232180000000,0,0,11274.53125,11435.607196342467,11409.212044397074,3433193.5,0,Sub-Saharan Africa
2001,Congo - Brazzaville,COG,179816175.791,252,0.11,0,0,0,3.5,-5,8492829232,3217930,19.96,2418250000000,0,0,11274.53125,11435.607196342467,11409.212044397074,4787465,0,Sub-Saharan Africa
2002,Congo - Brazzaville,COG,0,202,0.08,0,0,0,3,-4,8881959632,3310376,20.04,2639120000000,0,1,11274.53125,11435.607196342467,11409.212044397074,17322242,0,Sub-Saharan Africa
2003,Congo - Brazzaville,COG,5686405.442,282,0.11,0,0,0,3.5,-4,8954193419,3406915,20.03,2904040000000,0,0,11274.53125,11435.607196342467,11409.212044397074,13979796,0,Sub-Saharan Africa
2004,Congo - Brazzaville,COG,515198528.46000004,312,0.12,0,0,0,3.5,-4,9265497739,3510468,19.94,3197740000000,0,0,11274.53125,11435.607196342467,11409.212044397074,9326570,0,Sub-Saharan Africa
2005,Congo - Brazzaville,COG,11372296.37,224,0.09,0,0,0,3,-4,9984107411,3622775,19.8,3562110000000,1,0,11274.53125,11435.607196342467,11409.212044397074,87555280,0,Sub-Saharan Africa
2006,Congo - Brazzaville,COG,587837168.981,271,0.09,0,0,0,2.5,-4,10781462028,3745143,18.61,4015240000000,6.000000004,0,11274.53125,11435.607196342467,11409.212044397074,144497984,0,Sub-Saharan Africa
2007,Congo - Brazzaville,COG,390607654.139,225,0.08,0,0,0,2.5,-4,10068376689,3876123,17.49,4586650000000,0,0,11274.53125,11435.607196342467,11409.212044397074,230948640,0,Sub-Saharan Africa
2008,Congo - Brazzaville,COG,7082319.9938,154,0.05,0,0,0,2.5,-4,10703326376,4011487,16.52,5029290000000,0,0,11274.53125,11435.607196342467,11409.212044397074,365842688,0,Sub-Saharan Africa
2009,Congo - Brazzaville,COG,17242067.3698,293,0.06,0,0,0,3,-4,11948903384,4145400,16.1,5501980000000,0,0,11274.53125,11435.607196342467,11409.212044397074,259907232,0,Sub-Saharan Africa
2010,Congo - Brazzaville,COG,9522686.5459,330,0.06,0,0,0,2.5,-4,13135580695,4273738,13.95,6087160000000,0,0,11274.53125,11435.607196342467,11409.212044397074,251751984,0,Sub-Saharan Africa
2011,Congo - Brazzaville,COG,9517266.4181,206,0.04,0,0,0,3,-4,13425341013,4394842,11.89,6668540000000,0,0,11274.53125,11435.607196342467,11409.212044397074,337488640,0,Sub-Saharan Africa
2012,Congo - Brazzaville,COG,720791135.462,207,0.05,0,0,0,2.5,-4,14760780244,4510197,10,7192930000000,18.99999998,0,11274.53125,11435.607196342467,11409.212044397074,362585248,0,Sub-Saharan Africa
2013,Congo - Brazzaville,COG,229393801.01299998,246,0.07,0,0,0,2.5,-4,14655619360,4622757,10.01,7751550000000,0,0,11274.53125,11435.607196342467,11409.212044397074,546272448,0,Sub-Saharan Africa
2014,Congo - Brazzaville,COG,916129.6275,106,0.03,0,0,0,3,-4,15639990317,4736965,9.95,8327160000000,0,0,11274.53125,11435.607196342467,11409.212044397074,659721216,0,Sub-Saharan Africa
2000,Cape Verde,CPV,0,82,0.04,0,0,0,6.5,6,948465609.7,428178,10.79,2232180000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,192558.3594,0,Sub-Saharan Africa
2001,Cape Verde,CPV,0,106,0.05,0,0,0,6.5,6,969632085,435701,10.76,2418250000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,13811.06152,0,Sub-Saharan Africa
2002,Cape Verde,CPV,0,89,0.04,0,0,0,6.5,6,1020546411,442955,10.81,2639120000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,2068371.25,0,Sub-Saharan Africa
2003,Cape Verde,CPV,0,80,0.03,0,0,0,7,6,1063167076,449925,10.81,2904040000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,2492583.5,0,Sub-Saharan Africa
2004,Cape Verde,CPV,0,175,0.07,0,0,0,7,7,1171578994,456619,10.75,3197740000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,2638093.25,0,Sub-Saharan Africa
2005,Cape Verde,CPV,40599012.685,114,0.04,0,0,0,7,7,1252563900,463034,10.67,3562110000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,3420124,0,Sub-Saharan Africa
2006,Cape Verde,CPV,12708429.745000001,145,0.05,0,0,0,7,7,1352565476,469171,10.51,4015240000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,5851996.5,0,Sub-Saharan Africa
2007,Cape Verde,CPV,0,96,0.03,0,0,0,7,7,1557758964,475067,10.37,4586650000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,5971925.5,0,Sub-Saharan Africa
2008,Cape Verde,CPV,0,108,0.03,0,0,0,7,7,1661358044,480846,10.31,5029290000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,7521091.5,0,Sub-Saharan Africa
2009,Cape Verde,CPV,0,197,0.04,0,0,0,7,7,1640251720,486667,10.62,5501980000000,2.999999994,0,12655.1513671875,12958.151399031067,12943.160401354797,8301489.5,0,Sub-Saharan Africa
2010,Cape Verde,CPV,0,212,0.04,0,0,0,6.5,6,1664310770,492644,10.67,6087160000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,20619900,0,Sub-Saharan Africa
2011,Cape Verde,CPV,0,128,0.02,0,0,0,7,7,1730365372,498858,10.93,6668540000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,34000016,0,Sub-Saharan Africa
2012,Cape Verde,CPV,66719232.39,172,0.04,0,0,0,7,6,1749086512,505241,11.21,7192930000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,40033576,0,Sub-Saharan Africa
2013,Cape Verde,CPV,0,113,0.03,0,0,0,6.5,7,1763128136,511740,11.49,7751550000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,43039400,0,Sub-Saharan Africa
2014,Cape Verde,CPV,0,108,0.03,0,0,0,6.5,7,1773904599,518276,11.69,8327160000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,34242848,0,Sub-Saharan Africa
2000,Eritrea,ERI,23204814.62,537,0.24,0,0,0,2,-6,1456092119,2292413,6.87,2232180000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,3451744.75,0,Sub-Saharan Africa
2001,Eritrea,ERI,13640943.354,279,0.12,0,0,0,1.5,-7,1583579325,2374721,6.85,2418250000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,1967957.625,0,Sub-Saharan Africa
2002,Eritrea,ERI,5424422.935,271,0.11,0,0,0,1.5,-7,1631172681,2481059,6.89,2639120000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,4018684,0,Sub-Saharan Africa
2003,Eritrea,ERI,4406587.504,239,0.09,0,0,0,1.5,-7,1587856630,2600972,6.89,2904040000000,0,1,7878.10009765625,7953.8232305519105,7919.439387831823,3348384.5,0,Sub-Saharan Africa
2004,Eritrea,ERI,3734765.682,347,0.13,0,0,0,1.5,-7,1610908110,2719809,6.84,3197740000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,4100719.5,0,Sub-Saharan Africa
2005,Eritrea,ERI,42130528.01,227,0.09,0,0,0,1.5,-7,1652380126,2826653,6.76,3562110000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,4403834,0,Sub-Saharan Africa
2006,Eritrea,ERI,236364312.55,289,0.09,0,0,0,1.5,-7,1636364975,2918209,6.62,4015240000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,20622614,0,Sub-Saharan Africa
2007,Eritrea,ERI,204633197.95378,268,0.09,0,0,0,1.5,-7,1659712994,2996540,6.5,4586650000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,13304931,0,Sub-Saharan Africa
2008,Eritrea,ERI,0,73,0.02,0,0,0,1.5,-7,1497342774,3062782,6.44,5029290000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,15728233,0,Sub-Saharan Africa
2009,Eritrea,ERI,0,298,0.06,0,0,0,1.5,-7,1555387289,3119920,6.72,5501980000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,25341038,0,Sub-Saharan Africa
2010,Eritrea,ERI,7546188.528,214,0.04,0,0,0,1.5,-7,1589515447,3170437,6.76,6087160000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,25107568,0,Sub-Saharan Africa
2011,Eritrea,ERI,0,178,0.03,0,0,0,1.5,-7,1727482211,3213969,6.76,6668540000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,92479600,0,Sub-Saharan Africa
2012,Eritrea,ERI,0,165,0.04,0,0,0,5,8,30027528839,5268400,6.77,7192930000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,33888336,0,Sub-Saharan Africa
2013,Eritrea,ERI,0,183,0.05,0,0,0,5.5,8,30248502537,3296237,6.78,7751550000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,88245072,0,Sub-Saharan Africa
2014,Eritrea,ERI,0,130,0.04,0,0,0,2.5,-4,42556693819,7395599,6.71,8327160000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,53030276,0,Sub-Saharan Africa
2000,Ethiopia,ETH,520156.69703,1111,0.49,0,0,0,3,1,13074915712,66224809,3.49,2232180000000,72.99999923,1,8315.98828125,8350.973072312927,8313.525353610197,133256256,0,Sub-Saharan Africa
2001,Ethiopia,ETH,313878106.56589997,807,0.35,0,0,0,3,1,14160304516,68159422,3.28,2418250000000,5.000000058,1,8315.98828125,8350.973072312927,8313.525353610197,94448760,0,Sub-Saharan Africa
2002,Ethiopia,ETH,4549483.78,741,0.31,0,0,0,3,1,14374794289,70142090,3.11,2639120000000,21.99999999,1,8315.98828125,8350.973072312927,8313.525353610197,96648584,0,Sub-Saharan Africa
2003,Ethiopia,ETH,36222149.28,840,0.33,0,0,0,3,1,14064103275,72170581,2.92,2904040000000,118.999999,1,8315.98828125,8350.973072312927,8313.525353610197,139742832,0,Sub-Saharan Africa
2004,Ethiopia,ETH,0,894,0.33,0,0,0,3,1,15972968197,74239508,2.71,3197740000000,0,1,8315.98828125,8350.973072312927,8313.525353610197,158683312,0,Sub-Saharan Africa
2005,Ethiopia,ETH,114062757.71214001,848,0.33,0,0,0,3,1,17860775923,76346310,2.5,3562110000000,211.0000025,1,8315.98828125,8350.973072312927,8313.525353610197,282764416,0,Sub-Saharan Africa
2006,Ethiopia,ETH,1332852404.392,1100,0.35,0,0,0,3,1,19795942246,78489205,2.39,4015240000000,950.9996327,1,8315.98828125,8350.973072312927,8313.525353610197,345169152,0,Sub-Saharan Africa
2007,Ethiopia,ETH,246529356.1831,953,0.32,0,0,0,3,1,22063798449,80674343,2.29,4586650000000,22,1,8315.98828125,8350.973072312927,8313.525353610197,549759168,0,Sub-Saharan Africa
2008,Ethiopia,ETH,14048708.486200001,541,0.17,0,0,0,3,1,24444156129,82916236,2.24,5029290000000,45.00000088,1,8315.98828125,8350.973072312927,8313.525353610197,627774848,0,Sub-Saharan Africa
2009,Ethiopia,ETH,2821285773.901299,1013,0.19,0,0,0,3,2,26595865977,85233923,2.35,5501980000000,0,1,8315.98828125,8350.973072312927,8313.525353610197,884448896,0,Sub-Saharan Africa
2010,Ethiopia,ETH,1255100952.3279998,1254,0.21,0,0,0,3.5,3,29933790334,87639962,2.34,6087160000000,19,1,8315.98828125,8350.973072312927,8313.525353610197,860890496,0,Sub-Saharan Africa
2011,Ethiopia,ETH,3580909086.641255,1357,0.26,0,0,0,3,3,33279878090,90139928,2.3,6668540000000,0,1,8315.98828125,8350.973072312927,8313.525353610197,615778112,0,Sub-Saharan Africa
2012,Ethiopia,ETH,1567264195.97,1405,0.32,0,0,0,3,-2,36157859259,92726982,2.28,7192930000000,0,1,8315.98828125,8350.973072312927,8313.525353610197,1065538368,0,Sub-Saharan Africa
2013,Ethiopia,ETH,3258414434.315051,1103,0.3,0,0,0,3.5,5,39984181569,95385793,2.25,7751550000000,0,1,8315.98828125,8350.973072312927,8313.525353610197,1313716608,0,Sub-Saharan Africa
2014,Ethiopia,ETH,288067824.02082,909,0.29,0,0,0,3,0,44085556179,98094264,2.22,8327160000000,0,1,8315.98828125,8350.973072312927,8313.525353610197,1952217088,0,Sub-Saharan Africa
2000,Fiji,FJI,17403.61097,335,0.15,4,3,7,3.5,5,2689258989,811011,3.96,2232180000000,3.999999996,0,9104.001953125,8793.095305480194,8773.240119126749,4787465,0,East Asia & Pacific
2001,Fiji,FJI,272818.8671,141,0.06,7,0,7,4.5,5,2743044173,813923,3.95,2418250000000,2.00000001,0,9104.001953125,8793.095305480194,8773.240119126749,19932848,0,East Asia & Pacific
2002,Fiji,FJI,0,84,0.04,7,1,8,4.5,5,2830821562,815257,3.98,2639120000000,7.0000002,0,9104.001953125,8793.095305480194,8773.240119126749,22434506,1,East Asia & Pacific
2003,Fiji,FJI,0,94,0.04,4,0,4,4.5,5,2859129759,816078,3.97,2904040000000,0,0,9104.001953125,8793.095305480194,8773.240119126749,17507268,1,East Asia & Pacific
2004,Fiji,FJI,7196919.86341,228,0.09,2,0,2,4.5,6,3010663628,817864,3.94,3197740000000,0,0,9104.001953125,8793.095305480194,8773.240119126749,19587926,1,East Asia & Pacific
2005,Fiji,FJI,0,198,0.08,7,2,9,4.5,6,3031738285,821606,3.89,3562110000000,0,0,9104.001953125,8793.095305480194,8773.240119126749,26076614,1,East Asia & Pacific
2006,Fiji,FJI,1243144.397,517,0.17,9,0,9,3,-3,3087900748,827869,3.87,4015240000000,4.99999997,0,9104.001953125,8793.095305480194,8773.240119126749,40648644,1,East Asia & Pacific
2007,Fiji,FJI,244129783.8,483,0.16,4,0,4,3,-4,3061633387,836185,3.87,4586650000000,5.999999999,0,9104.001953125,8793.095305480194,8773.240119126749,35010228,1,East Asia & Pacific
2008,Fiji,FJI,103285850.53369999,206,0.06,6,0,6,3,-4,3093253760,845356,3.91,5029290000000,7.000000001,0,9104.001953125,8793.095305480194,8773.240119126749,53520544,1,East Asia & Pacific
2009,Fiji,FJI,165325381.75800002,1173,0.22,4,0,4,4,6,3050380096,853636,4.2,5501980000000,15.00000004,0,9104.001953125,8793.095305480194,8773.240119126749,68176296,1,East Asia & Pacific
2010,Fiji,FJI,5573034.466,865,0.14,10,0,10,4,6,3140508836,859816,4.32,6087160000000,1.999999999,0,9104.001953125,8793.095305480194,8773.240119126749,90893704,1,East Asia & Pacific
2011,Fiji,FJI,208169289.911,1164,0.22,12,0,12,5,7,3225464092,863451,4.41,6668540000000,0,0,9104.001953125,8793.095305480194,8773.240119126749,117583168,1,East Asia & Pacific
2012,Fiji,FJI,262534884.27400002,785,0.18,12,0,12,4,6,3270985530,865065,4.42,7192930000000,2,0,9104.001953125,8793.095305480194,8773.240119126749,149302240,1,East Asia & Pacific
2013,Fiji,FJI,16287114.528490001,474,0.13,5,3,8,4.5,7,3425841165,865602,4.44,7751550000000,0,0,9104.001953125,8793.095305480194,8773.240119126749,172009328,1,East Asia & Pacific
2014,Fiji,FJI,24466311.41,412,0.13,5,0,5,5,7,3617795881,866447,4.39,8327160000000,0,0,9104.001953125,8793.095305480194,8773.240119126749,192072448,1,East Asia & Pacific
2000,Gabon,GAB,6033251.802,116,0.05,0,0,0,3.5,-4,12492736211,1228359,17.39,2232180000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,3082306.75,0,Sub-Saharan Africa
2001,Gabon,GAB,0,127,0.05,0,0,0,3.5,-4,12759485289,1258008,17.29,2418250000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,4500670,0,Sub-Saharan Africa
2002,Gabon,GAB,16384108.94,119,0.05,0,0,0,3.5,-4,12727709939,1288310,17.29,2639120000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,3451744.75,0,Sub-Saharan Africa
2003,Gabon,GAB,0,119,0.05,0,0,0,3.5,-4,13013743584,1319946,17.22,2904040000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,5988690,0,Sub-Saharan Africa
2004,Gabon,GAB,10303970.57,237,0.09,0,0,0,3.5,-4,13103478950,1353788,17.08,3197740000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,8466227,0,Sub-Saharan Africa
2005,Gabon,GAB,0,165,0.06,0,0,0,3,-4,13454154690,1390550,16.91,3562110000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,24970678,0,Sub-Saharan Africa
2006,Gabon,GAB,0,147,0.05,0,0,0,3,-4,13076553297,1430144,17.37,4015240000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,38199912,0,Sub-Saharan Africa
2007,Gabon,GAB,0,137,0.05,0,0,0,3,-4,13862206745,1472565,17.84,4586650000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,56448248,0,Sub-Saharan Africa
2008,Gabon,GAB,207501625.62,164,0.05,0,0,0,3,-4,13403585248,1518538,18.44,5029290000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,82721456,0,Sub-Saharan Africa
2009,Gabon,GAB,0,469,0.09,0,0,0,2.5,-4,13421054291,1568925,19.59,5501980000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,109271952,0,Sub-Saharan Africa
